superstructure	tag	structure
https://gedcom.io/terms/v7/ENDL	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/ENDL	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/ENDL	STAT	https://gedcom.io/terms/v7/ord-STAT
https://gedcom.io/terms/v7/ENDL	TEMP	https://gedcom.io/terms/v7/TEMP
https://gedcom.io/terms/v7/ENGA	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/ENGA	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/ENGA	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/ENGA	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/ENGA	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/ENGA	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/ENGA	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/ENGA	HUSB	https://gedcom.io/terms/v7/HUSB
https://gedcom.io/terms/v7/ENGA	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/ENGA	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/ENGA	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/ENGA	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/ENGA	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/ENGA	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/ENGA	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/ENGA	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/ENGA	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/ENGA	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/ENGA	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/ENGA	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7/ENGA	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/EXID	TYPE	https://gedcom.io/terms/v7/EXID-TYPE
https://gedcom.io/terms/v7/FAM-CENS	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/FAM-CENS	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/FAM-CENS	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/FAM-CENS	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/FAM-CENS	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/FAM-CENS	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/FAM-CENS	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/FAM-CENS	HUSB	https://gedcom.io/terms/v7/HUSB
https://gedcom.io/terms/v7/FAM-CENS	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/FAM-CENS	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/FAM-CENS	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/FAM-CENS	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/FAM-CENS	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/FAM-CENS	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/FAM-CENS	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/FAM-CENS	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/FAM-CENS	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/FAM-CENS	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/FAM-CENS	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/FAM-CENS	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7/FAM-CENS	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/FAM-EVEN	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/FAM-EVEN	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/FAM-EVEN	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/FAM-EVEN	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/FAM-EVEN	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/FAM-EVEN	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/FAM-EVEN	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/FAM-EVEN	HUSB	https://gedcom.io/terms/v7/HUSB
https://gedcom.io/terms/v7/FAM-EVEN	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/FAM-EVEN	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/FAM-EVEN	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/FAM-EVEN	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/FAM-EVEN	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/FAM-EVEN	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/FAM-EVEN	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/FAM-EVEN	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/FAM-EVEN	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/FAM-EVEN	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/FAM-EVEN	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/FAM-EVEN	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7/FAM-EVEN	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/FAM-FACT	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/FAM-FACT	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/FAM-FACT	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/FAM-FACT	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/FAM-FACT	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/FAM-FACT	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/FAM-FACT	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/FAM-FACT	HUSB	https://gedcom.io/terms/v7/HUSB
https://gedcom.io/terms/v7/FAM-FACT	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/FAM-FACT	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/FAM-FACT	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/FAM-FACT	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/FAM-FACT	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/FAM-FACT	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/FAM-FACT	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/FAM-FACT	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/FAM-FACT	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/FAM-FACT	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/FAM-FACT	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/FAM-FACT	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7/FAM-FACT	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/FAM-HUSB	PHRASE	https://gedcom.io/terms/v7/PHRASE
https://gedcom.io/terms/v7/FAM-NCHI	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/FAM-NCHI	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/FAM-NCHI	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/FAM-NCHI	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/FAM-NCHI	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/FAM-NCHI	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/FAM-NCHI	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/FAM-NCHI	HUSB	https://gedcom.io/terms/v7/HUSB
https://gedcom.io/terms/v7/FAM-NCHI	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/FAM-NCHI	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/FAM-NCHI	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/FAM-NCHI	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/FAM-NCHI	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/FAM-NCHI	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/FAM-NCHI	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/FAM-NCHI	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/FAM-NCHI	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/FAM-NCHI	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/FAM-NCHI	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/FAM-NCHI	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7/FAM-NCHI	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/FAM-RESI	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/FAM-RESI	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/FAM-RESI	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/FAM-RESI	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/FAM-RESI	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/FAM-RESI	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/FAM-RESI	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/FAM-RESI	HUSB	https://gedcom.io/terms/v7/HUSB
https://gedcom.io/terms/v7/FAM-RESI	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/FAM-RESI	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/FAM-RESI	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/FAM-RESI	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/FAM-RESI	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/FAM-RESI	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/FAM-RESI	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/FAM-RESI	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/FAM-RESI	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/FAM-RESI	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/FAM-RESI	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/FAM-RESI	WIFE	https://gedcom.io/terms/v7/WIFE
https://gedcom.io/terms/v7/FAM-RESI	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/FAM-WIFE	PHRASE	https://gedcom.io/terms/v7/PHRASE
https://gedcom.io/terms/v7/FAMC-ADOP	PHRASE	https://gedcom.io/terms/v7/PHRASE
https://gedcom.io/terms/v7/FAMC-STAT	PHRASE	https://gedcom.io/terms/v7/PHRASE
https://gedcom.io/terms/v7/FAMS	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/FAMS	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/FCOM	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/FCOM	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7/FCOM	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/FCOM	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/FCOM	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/FCOM	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/FCOM	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/FCOM	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/FCOM	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/FCOM	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/FCOM	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/FCOM	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/FCOM	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/FCOM	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/FCOM	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/FCOM	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/FCOM	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/FCOM	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/FCOM	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/FCOM	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/FILE	FORM	https://gedcom.io/terms/v7/FORM
https://gedcom.io/terms/v7/FILE	TITL	https://gedcom.io/terms/v7/TITL
https://gedcom.io/terms/v7/FILE	TRAN	https://gedcom.io/terms/v7/FILE-TRAN
https://gedcom.io/terms/v7/FILE-TRAN	FORM	https://gedcom.io/terms/v7/FORM
https://gedcom.io/terms/v7/FORM	MEDI	https://gedcom.io/terms/v7/MEDI
https://gedcom.io/terms/v7/GEDC	VERS	https://gedcom.io/terms/v7/GEDC-VERS
https://gedcom.io/terms/v7/GRAD	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/GRAD	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7/GRAD	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/GRAD	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/GRAD	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/GRAD	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/GRAD	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/GRAD	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/GRAD	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/GRAD	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/GRAD	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/GRAD	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/GRAD	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/GRAD	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/GRAD	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/GRAD	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/GRAD	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/GRAD	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/GRAD	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/GRAD	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/HEAD	COPR	https://gedcom.io/terms/v7/COPR
https://gedcom.io/terms/v7/HEAD	DATE	https://gedcom.io/terms/v7/HEAD-DATE
https://gedcom.io/terms/v7/HEAD	DEST	https://gedcom.io/terms/v7/DEST
https://gedcom.io/terms/v7/HEAD	GEDC	https://gedcom.io/terms/v7/GEDC
https://gedcom.io/terms/v7/HEAD	LANG	https://gedcom.io/terms/v7/HEAD-LANG
https://gedcom.io/terms/v7/HEAD	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/HEAD	PLAC	https://gedcom.io/terms/v7/HEAD-PLAC
https://gedcom.io/terms/v7/HEAD	SCHMA	https://gedcom.io/terms/v7/SCHMA
https://gedcom.io/terms/v7/HEAD	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/HEAD	SOUR	https://gedcom.io/terms/v7/HEAD-SOUR
https://gedcom.io/terms/v7/HEAD	SUBM	https://gedcom.io/terms/v7/SUBM
https://gedcom.io/terms/v7/HEAD-DATE	TIME	https://gedcom.io/terms/v7/TIME
https://gedcom.io/terms/v7/HEAD-PLAC	FORM	https://gedcom.io/terms/v7/HEAD-PLAC-FORM
https://gedcom.io/terms/v7/HEAD-SOUR	CORP	https://gedcom.io/terms/v7/CORP
https://gedcom.io/terms/v7/HEAD-SOUR	DATA	https://gedcom.io/terms/v7/HEAD-SOUR-DATA
https://gedcom.io/terms/v7/HEAD-SOUR	NAME	https://gedcom.io/terms/v7/NAME
https://gedcom.io/terms/v7/HEAD-SOUR	VERS	https://gedcom.io/terms/v7/VERS
https://gedcom.io/terms/v7/HEAD-SOUR-DATA	COPR	https://gedcom.io/terms/v7/COPR
https://gedcom.io/terms/v7/HEAD-SOUR-DATA	DATE	https://gedcom.io/terms/v7/DATE-exact
https://gedcom.io/terms/v7/HUSB	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7/IDNO	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/IDNO	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7/IDNO	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/IDNO	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/IDNO	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/IDNO	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/IDNO	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/IDNO	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/IDNO	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/IDNO	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/IDNO	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/IDNO	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/IDNO	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/IDNO	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/IDNO	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/IDNO	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/IDNO	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/IDNO	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/IDNO	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/IDNO	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/IMMI	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/IMMI	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7/IMMI	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/IMMI	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/IMMI	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/IMMI	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/IMMI	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/IMMI	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/IMMI	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/IMMI	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/IMMI	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/IMMI	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/IMMI	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/IMMI	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/IMMI	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/IMMI	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/IMMI	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/IMMI	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/IMMI	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/IMMI	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/INDI-CENS	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/INDI-CENS	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7/INDI-CENS	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/INDI-CENS	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/INDI-CENS	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/INDI-CENS	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/INDI-CENS	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/INDI-CENS	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/INDI-CENS	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/INDI-CENS	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/INDI-CENS	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/INDI-CENS	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/INDI-CENS	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/INDI-CENS	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/INDI-CENS	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/INDI-CENS	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/INDI-CENS	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/INDI-CENS	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/INDI-CENS	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/INDI-CENS	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/INDI-EVEN	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/INDI-EVEN	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7/INDI-EVEN	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/INDI-EVEN	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/INDI-EVEN	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/INDI-EVEN	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/INDI-EVEN	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/INDI-EVEN	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/INDI-EVEN	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/INDI-EVEN	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/INDI-EVEN	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/INDI-EVEN	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/INDI-EVEN	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/INDI-EVEN	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/INDI-EVEN	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/INDI-EVEN	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/INDI-EVEN	SOUR	https://gedcom.io/terms/v7/SOUR
https://gedcom.io/terms/v7/INDI-EVEN	TYPE	https://gedcom.io/terms/v7/TYPE
https://gedcom.io/terms/v7/INDI-EVEN	UID	https://gedcom.io/terms/v7/UID
https://gedcom.io/terms/v7/INDI-EVEN	WWW	https://gedcom.io/terms/v7/WWW
https://gedcom.io/terms/v7/INDI-FACT	ADDR	https://gedcom.io/terms/v7/ADDR
https://gedcom.io/terms/v7/INDI-FACT	AGE	https://gedcom.io/terms/v7/AGE
https://gedcom.io/terms/v7/INDI-FACT	AGNC	https://gedcom.io/terms/v7/AGNC
https://gedcom.io/terms/v7/INDI-FACT	ASSO	https://gedcom.io/terms/v7/ASSO
https://gedcom.io/terms/v7/INDI-FACT	CAUS	https://gedcom.io/terms/v7/CAUS
https://gedcom.io/terms/v7/INDI-FACT	DATE	https://gedcom.io/terms/v7/DATE
https://gedcom.io/terms/v7/INDI-FACT	EMAIL	https://gedcom.io/terms/v7/EMAIL
https://gedcom.io/terms/v7/INDI-FACT	FAX	https://gedcom.io/terms/v7/FAX
https://gedcom.io/terms/v7/INDI-FACT	NOTE	https://gedcom.io/terms/v7/NOTE
https://gedcom.io/terms/v7/INDI-FACT	OBJE	https://gedcom.io/terms/v7/OBJE
https://gedcom.io/terms/v7/INDI-FACT	PHON	https://gedcom.io/terms/v7/PHON
https://gedcom.io/terms/v7/INDI-FACT	PLAC	https://gedcom.io/terms/v7/PLAC
https://gedcom.io/terms/v7/INDI-FACT	RELI	https://gedcom.io/terms/v7/RELI
https://gedcom.io/terms/v7/INDI-FACT	RESN	https://gedcom.io/terms/v7/RESN
https://gedcom.io/terms/v7/INDI-FACT	SDATE	https://gedcom.io/terms/v7/SDATE
https://gedcom.io/terms/v7/INDI-FACT	SNOTE	https://gedcom.io/terms/v7/SNOTE
https://gedcom.io/terms/v7/INDI-FACT	SOUR	https://gedcom.io/terms/v7/SOUR
